Gene,Non-unique Gene name,Annotation,CAI_ATCC_49725,CAI_ATCC_49726,CAI_BKPL_MKS099,CAI_BKPL_MSK070,CAI_BKPL_MSK091,CAI_BKPL_MSK096,CAI_BKPL_MSK109,CAI_BKPL_MSK121,CAI_BKPL_MSK125,CAI_BKPL_MSK161,CAI_BKPL_MSK270,CAI_BKPL_MSK273,CAI_DS_CA1,CAI_DS_CA2,CAI_DS_CA3,CAI_DS_CA4,CAI_DS_CA5,CAI_DS_CA6,CAI_DS_CA8,CAI_DS_CA9,CAI_KPL_079,CAI_KPL_1818,CAI_KPL_1824,CAI_KPL_1986,CAI_KPL_1996,CAI_KPL_1998,CAI_KPL_2004,CAI_KPL_2617,CAI_KPL_2618,CAI_KPL_2641,CAI_KPL_2652,CAI_KPL_2660,CAI_KPL_2783,CAI_KPL_2859,CAI_KPL_3647,CAI_KPL_3674,CAI_KPL_3703,CAI_KPL_3774,CAI_KPL_3802,CAI_KPL_3832,CAI_KPL_3921,CAI_KPL_3926,CAI_KPL_3970,CAI_KPL_4034,CAI_KPL_4065,CAI_KPL_4075,CAI_KPL_MKS076,CAI_KPL_MSK075,CAI_KPL_MSK077,CAI_LRK_p3_SID1129,CAI_MAM_C779,CAI_MAM_C781,CAI_MAM_C787,CAI_SDB_Cl5570,CAI_SDB_Cl6012,CAI_SH_157,CAI_SH_192,CAI_SH_219,CAI_SH_23,CAI_SH_247,CAI_SH_281,CAI_SH_41,CAI_strain_NCTC934,CAII_SH_79,CAII_SH_98,CAII_DS_CA7,CAII_SDB_CI5886,CAII_SH_184,CAIII_KPL_1855,CAIII_SH_262,CAIV_SDB_Cl5456,CM_strain_06T638,CM_strain_12T220,CM_strain_12T66,CM_strain_14T168,CM_strain_14T424,CM_strain_14T514,CM_strain_14T631,CM_strain_150801,CM_strain_151011,CM_strain_160430,CM_strain_160603,CM_strain_160806,CM_strain_160811,CM_strain_160812,CM_strain_161211,CM_strain_170718,CM_strain_171015,CM_strain_171203,CM_strain_180126,CM_strain_180208,CM_strain_180216,CM_strain_9T245,CM_strain_CCUG_32361,CM_strain_NML_080212,CM_strain_NML_120205
rutD,rutD,Putative aminoacrylate hydrolase RutD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJBHHKKH_01672,,BHFJFGML_02369,,MLMKMFAK_02079,,,,,,,,,,,,,
group_1183,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDJAJFCO_01633,,BADHAMCG_02065,,,,,,EAOLOMHJ_01232,,,
group_1180,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JHDPCHFA_01831,PGMBCLCL_02228,LEOIACCC_02325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1179,,hypothetical protein,,,,,,,,,,,,,NANKJKFF_01331,CCGNCHJI_01060,GOFIAKIM_01191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1162,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_02399,,,,,,,,,,,KDJAJFCO_01031,,,,HHABANBK_01330,,,,,,,
group_1145,,hypothetical protein,,,GENJCMKD_01410,,,,,,KEENHLLD_00813,,,,,,,,,,,,,,,,,,,IGDBGLLD_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1137,,hypothetical protein,,,GENJCMKD_01396,,,,,,KEENHLLD_00827,,,,,,,,,,,,,,,,,,,IGDBGLLD_00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1135,,hypothetical protein,,,GENJCMKD_01400,,,,,,KEENHLLD_00823,,,,,,,,,,,,,,,,,,,IGDBGLLD_00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1134,,hypothetical protein,,,GENJCMKD_01398,,,,,,KEENHLLD_00825,,,,,,,,,,,,,,,,,,,IGDBGLLD_00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abgT_2,abgT_2,p-aminobenzoyl-glutamate transport protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LJBGMHMC_01045,,LIONBGAB_01197,,,NBIGHBNP_00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1105,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFEFOHCO_01765,,,BHFJFGML_01095,CCMCAHCO_01737,,,,,,,,,,,,,,
group_1092,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNKBOAAJ_02143,,,,,,,,,,,,,LDPIAJMB_02398,,,,,,,,,,,,,,,,,,CCMCAHCO_02023,,,,,,,,,,,,,,
group_1089,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KGEDCIMK_00266,,,,,,,,,,,,JMBHJBPL_02233,,,,,,,,,HCNPNPGF_00370,,,,,,,,,,,,,,,,
group_1087,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_01524,,,JBLCIMDH_00191,,,,BHFJFGML_00499,,,,,,,,,,,,,,,
group_1064,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJBHHKKH_01671,,BHFJFGML_02370,,MLMKMFAK_02080,,,,,,,,,,,,,
group_1052,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_02176,,IHELPHKG_01984,,,,,,,,,KDJAJFCO_01714,,,,,,,,,,,
group_1051,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OMFMOMKF_02197,,,,,,,,,,,,,,,,,,LJBGMHMC_00295,,LIONBGAB_02021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1048,,hypothetical protein,,,,,,,,,,,,,,,,,,,FLLDPPMF_02397,,KNGAMNHF_01426,,KICAILHA_02409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1018,,hypothetical protein,,,GENJCMKD_01374,,,,,,KEENHLLD_00849,,,,,,,,,,,,,,,,,,,IGDBGLLD_00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_990,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_02261,,,,OFEFOHCO_01154,,,,,,,,,,,,,,CHPLCDPL_00809,,,,
group_984,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEOIACCC_01239,OGHHNOBM_02278,,,,,,,,,,,,,,,,,,,,,,,,,,EKOBKANM_01684,,
group_979,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGDBGLLD_00027,,,,,,,,,,,KEGECLGJ_02024,,,,,,,,,,,,,,,,HDNBEOBM_00437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_978,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLMKMFAK_00884,,,,,,,,OHPNAJOO_01198,,EAOLOMHJ_00516,,,
group_954,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JHDPCHFA_00670,,LEOIACCC_01910,OGHHNOBM_02382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_952,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJBHHKKH_00102,,,,MLMKMFAK_00268,,,,,,,,,CHPLCDPL_01679,,,,
group_910,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJBHHKKH_01677,,BHFJFGML_02363,,MLMKMFAK_02074,,,,,,,,,,,,,
group_848,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLJAHNNN_00316,HMAEAGFH_00284,JMBHJBPL_02111,,,,,,,,,,,,,,,,,,,,,,,,,
group_843,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCNPNPGF_00250,,,,,,,,,HHABANBK_00086,,,CHPLCDPL_00731,,,,
group_804,,IS3 family transposase ISCod1,,,,,,,,,,,,,,,GOFIAKIM_02452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JHDPCHFA_00756,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAOLOMHJ_02209,,,
pld_1,pld_1,Phospholipase D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCNPNPGF_00150,,CCMCAHCO_00313,,,,,,,HHABANBK_00846,,,,,,,
group_793,,IS21 family transposase ISBmu3,,,,,,,,,,,CODCKMBH_01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCBPFIDL_02138,,,JHDPCHFA_01988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_786,,hypothetical protein,,,,,,,,,,,CODCKMBH_01632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCBPFIDL_02137,,,JHDPCHFA_01987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_767,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNKBOAAJ_02142,,,,,,,,,,,,,LDPIAJMB_02397,,,,,,,,,,,,,,,,,,CCMCAHCO_02024,,,,,,,,,,,,,,
group_766,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHKDFDKC_00363,,,,,,KCBPFIDL_01088,,,JHDPCHFA_00743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_765,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNKBOAAJ_02144,,,,,,,,,,,,,LDPIAJMB_02399,,,,,,,,,,,,,,,,,,CCMCAHCO_02022,,,,,,,,,,,,,,
group_759,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_00260,,,,,,,,,,,,,BADHAMCG_00089,,,,,,EAOLOMHJ_00282,,,
group_732,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNKBOAAJ_02136,,,,,,,,,,,,,LDPIAJMB_02388,,,,,,,,,,,,,,,,,,CCMCAHCO_02030,,,,,,,,,,,,,,
group_718,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDALPCGJ_00306,,IBMNCEGB_01212,,CHPLCDPL_01732,,,,
group_663,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHHPPKJL_01022,,,,,OHPNAJOO_00918,,,,,IIDBPGJP_01308
group_624,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_02402,,,,,,,,,,,KDJAJFCO_01034,,,,HHABANBK_01327,,,,,,,
group_598,,hypothetical protein,BHJAACOI_01859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCDCHEMI_00868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGGCOMJD_00715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_592,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHELPHKG_01082,,,,,,,,,,,BADHAMCG_02311,,,,,,EAOLOMHJ_01443,,,
group_583,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OMFMOMKF_02200,,,,,,,,,,,,,,,,,,LJBGMHMC_00292,,LIONBGAB_02018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_573,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_00850,,,JBLCIMDH_00712,,,,,,,,,,,,,,OHPNAJOO_00681,,,,,
group_544,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEOIACCC_01892,OGHHNOBM_02400,,,,,,,,,,,,,,CCMCAHCO_01815,,,,,,,,,,,,,,
group_536,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDOGBOAP_02088,,,,,,,,,,,,,HDNBEOBM_00434,,,,,,,,,,,,,,,,,,,,,,,,BJBHHKKH_01905,,,,,,,,,,,,,,,,,
group_518,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_01750,,PGMBCLCL_02273,LEOIACCC_02308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikB,nikB,Nickel transport system permease protein NikB,,,,,,,,,,,,,,,,,,,,LNLCNHAK_02383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCKMHNF_01833,,,,,,,,KHIGLMDP_01134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_460,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMBHJBPL_00921,,MMNKDKJC_00249,,,,,,,,,,,,,,,,,,,CHPLCDPL_01843,,,,
group_444,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,LKGNFBEP_00426,KICAILHA_02388,,,,,,,,,,,,,,,,,,,NDOGBOAP_02091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yfhA_2,yfhA_2;,putative siderophore transport system permease protein YfhA;hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGMBCLCL_02140,LEOIACCC_02373,,,,JMBHJBPL_01513,,,,,,,,,,,,,,,,,,,,,,,,,
group_402,,hypothetical protein,,,,,,,,,,JLFNHPIJ_01543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AHOPDIHB_01035,,,,,,,,DKGGAEON_01897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_400,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_02283,,,,,,,JMBHJBPL_02254,,,,,,,,,,,,,,,,,,,,OHPNAJOO_02050,,,,,
group_396,,hypothetical protein,,HKMEEOOC_01175,,,,,,,,,,,,,,,,,,LNLCNHAK_00577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KGEDCIMK_00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_379,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMBHJBPL_00919,,MMNKDKJC_00248,,,,,,,,,,,,,,,,,,,CHPLCDPL_01842,,,,
group_361,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJININDG_01824,,,,,,,,,,FNKBOAAJ_01450,,,,,,FJKFCLGL_01124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_349,,hypothetical protein,,,,,,,,,,,,,,,,DGCFMGAJ_02249,,,,,,,,,,,,,,,,LHCGKHIJ_01402,,,,,,,41_refound_369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_348,,hypothetical protein,,,,,,,,,,,,,NANKJKFF_02397,CCGNCHJI_02417,GOFIAKIM_02328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcB,arcB,Delta(1)-pyrroline-2-carboxylate reductase,,,,,,,,,,,,,,,,,AACCAIGM_01241,,,LNLCNHAK_01490,,,,,,,,,,,,,,,,,,,KEGECLGJ_02061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_330,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHJNIDKA_00875,,JBLCIMDH_00104,,,,,,,,,,,,,,OHPNAJOO_01099;OHPNAJOO_00616,,,,,
group_328,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPIHPAA_01647,,IHELPHKG_01050,JBLCIMDH_01702,,,,,,,,,,,,,,,,,,,
group_305,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHELPHKG_00687,,,,,,,,,,,,,,IBMNCEGB_00975,,,,,DIAOIDPF_00669,
group_290,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_02282,,,,,,,JMBHJBPL_02255,,,,,,,,,,,,,,,,,,,,OHPNAJOO_02049,,,,,
group_278,,hypothetical protein;IS3 family transposase IS1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_02271,JHDPCHFA_01844,,,OGHHNOBM_00410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsiC_1,gsiC_1,Glutathione transport system permease protein GsiC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCNPNPGF_00146,,CCMCAHCO_00317,,,,,,,HHABANBK_00842,,,,,,,
group_202,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMBHJBPL_00917,,MMNKDKJC_00246,,,,,,,,,,,,,,,,,,,CHPLCDPL_01840,,,,
group_186,,hypothetical protein,,1_refound_37_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGHHNOBM_02069,,HMAEAGFH_01981,,,,,,,,,,,,,,,,,,,,,,,,,,
group_183,,hypothetical protein,,,,,,,,,,,,,,,,,,,,LNLCNHAK_01058,,LKGNFBEP_00419,KICAILHA_02395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_182,,hypothetical protein,,,,,,,,KKDHGCNG_02162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKGGAEON_01566,,,,,,,HDNBEOBM_02061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_180,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNKBOAAJ_02092,,,,,,,,,,,,,LDPIAJMB_02407,,,,,,,,,,,,,,,,,,CCMCAHCO_02013,,,,,,,,,,,,,,
group_168,,hypothetical protein,,,,,,,,KKDHGCNG_02158,,,,,,,,,,,,,,,KICAILHA_02397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDNBEOBM_02065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_167,,hypothetical protein,,1_refound_36_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGHHNOBM_02085,,HMAEAGFH_01991,,,,,,,,,,,,,,,,,,,,,,,,,,
group_117,,hypothetical protein,,,GENJCMKD_00388,,,,,,KEENHLLD_00482,,,,,,,,,,,,,LKGNFBEP_00449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_81,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHELPHKG_01081,,,,,,,,,,,BADHAMCG_02312,,,,,,EAOLOMHJ_01444,,,
group_57,,hypothetical protein,,,GENJCMKD_00395,,,,,,KEENHLLD_00489,,,,,,,,,,,LNLCNHAK_01031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_51,,hypothetical protein;IS3 family transposase IS3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_02273,JHDPCHFA_01838,PGMBCLCL_02268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trxB_2,trxB_2,Thioredoxin reductase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCNPNPGF_00144,,CCMCAHCO_00319,,,,,,,HHABANBK_00840,,,,,,,
group_40,,hypothetical protein;Insertion sequence IS5376 putative ATP-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_01066,JHDPCHFA_00541,,,OGHHNOBM_02165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3656,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEOIACCC_01888,OGHHNOBM_02280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3655,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEOIACCC_02182,,HLJAHNNN_01693,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3651,,hypothetical protein,,,,,,,,,,,,,,,,,,,FLLDPPMF_02386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHELPHKG_01345,,,,,,,,,,,,,,,,,,,,
group_3650,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMBHJBPL_01704,,,,,,,,,,,,,,,,,,,,,,EAOLOMHJ_01966,,,
group_3645,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGGCOMJD_00332,,,,,,,,,,,,,,,,,,,CCMCAHCO_01351,,,,,,,,,,,,,,
group_3642,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JBLCIMDH_01541,,,,,,,FMPCHCOO_00570,,,,,,,,,,,,
nagR~~~mngR,nagR;mngR,HTH-type transcriptional repressor NagR;Mannosyl-D-glycerate transport/metabolism system repressor MngR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JBLCIMDH_01496,,,,,,,,,,,,,IBMNCEGB_01296,,,,,,
group_3641,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDPIAJMB_02453,,,,,HLJAHNNN_01197,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3640,,hypothetical protein,,HKMEEOOC_00629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEOIACCC_02044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3637,,hypothetical protein,,HKMEEOOC_00905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDNBEOBM_01958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3633,,IS256 family transposase ISAmas1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLJAHNNN_00688,HMAEAGFH_02243,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3632,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,LKGNFBEP_00256,,,,,,,,,,,,,,,,,,,CJININDG_00936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
